File identification,State Postal Abbreviation,Summary Level,Geographic Component,Logical Record Number,US,Census Region,Census Division,State (Census Code),State (FIPS Code),County of current residence,County Subdivision (FIPS),Place (FIPS Code),Census Tract,Block Group,Consolidated City,"American Indian Area/AlaskaNative Area/ Hawaiian Home Land(Census)","American Indian Area/AlaskaNative Area/ Hawaiian Home Land(FIPS)","American Indian Trust Land/Hawaiian Home Land Indicator","American Indian TribalSubdivision (Census)","American Indian TribalSubdivision (FIPS)","Alaska Native RegionalCorporation (FIPS)","Metropolitan and MicropolitanStatistical Area",Combined Statistical Area,"Metropolitan Statistical Area-Metropolitan Division",Metropolitan Area Central City,"Metropolitan/MicropolitanIndicator Flag",New England City and Town Area,"New England City and TownCombined Statistical Area","New England City and Town AreaDivision",Urban Area,Current Congressional District ***,State Legislative District Upper,State Legislative District Lower,5-digit ZIP Code Tabulation Area,Subminor Civil Division (FIPS),State-School District (Elementary),State-School District (Secondary),State-School District (Unified),Urban/Rural,Principal City Indicator,"Public Use Microdata Area – 5%File",Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,Qualifying Name,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Urban Area Central Place,Voting District,ZIP Code Tabulation Area (3-digit),Traffic Analysis Zone,Urban Growth Area,Public Use Microdata Area - 1% File,Population 25 Years and Over:,Population 25 Years and Over: Less than High School,Population 25 Years and Over: High School Graduate (Includes Equivalency),Population 25 Years and Over: Some College,Population 25 Years and Over: Bachelor's Degree,Population 25 Years and Over: Master's Degree,Population 25 Years and Over: Professional School Degree,Population 25 Years and Over: Doctorate Degree,% Population 25 Years and Over: Less than High School,% Population 25 Years and Over: High School Graduate (Includes Equivalency),% Population 25 Years and Over: Some College,% Population 25 Years and Over: Bachelor's Degree,% Population 25 Years and Over: Master's Degree,% Population 25 Years and Over: Professional School Degree,% Population 25 Years and Over: Doctorate Degree,Median Household Income (In 2021 Inflation Adjusted Dollars)
Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008,SE_A14006_001
ACSSF,wi,312,0,64,,,,,55,,,60500,,,,,,,,,,36780,,,,,,,,,,,,,,,,,,Y,,31200US367805560500,Oshkosh city,,,"Oshkosh city, WI; Oshkosh-Neenah, WI Metro Area",3.67806E+11,66279943,2631283,5560500,,,,,,,44107,2868,14387,14209,8943,2719,243,738,6.5,32.62,32.21,20.28,6.16,0.55,1.67,55446
ACSSF,ca,312,0,218,,,,,6,,,10046,,,,,,,,,,37100,,,,,,,,,,,,,,,,,,Y,,31200US371000610046,Camarillo city,,,"Camarillo city, CA; Oxnard-Thousand Oaks-Ventura, CA Metro Area",3.71001E+11,50576972,39631,610046,,,,,,,50206,3192,10081,16731,11803,5759,1013,1627,6.36,20.08,33.32,23.51,11.47,2.02,3.24,100238
ACSSF,ca,312,0,219,,,,,6,,,54652,,,,,,,,,,37100,,,,,,,,,,,,,,,,,,Y,,31200US371000654652,Oxnard city,,,"Oxnard city, CA; Oxnard-Thousand Oaks-Ventura, CA Metro Area",3.71001E+11,69655512,31892689,654652,,,,,,,129156,41243,27745,34032,19070,5298,1026,742,31.93,21.48,26.35,14.77,4.1,0.79,0.57,88268
ACSSF,ca,312,0,220,,,,,6,,,65042,,,,,,,,,,37100,,,,,,,,,,,,,,,,,,Y,,31200US371000665042,San Buenaventura (Ventura) city,,,"San Buenaventura (Ventura) city, CA; Oxnard-Thousand Oaks-Ventura, CA Metro Area",3.71001E+11,56085179,27039297,665042,,,,,,,79273,7445,13955,26396,18492,7865,3066,2054,9.39,17.6,33.3,23.33,9.92,3.87,2.59,97816
ACSSF,ca,312,0,221,,,,,6,,,78582,,,,,,,,,,37100,,,,,,,,,,,,,,,,,,Y,,31200US371000678582,Thousand Oaks city,,,"Thousand Oaks city, CA; Oxnard-Thousand Oaks-Ventura, CA Metro Area",3.71001E+11,142530446,387311,678582,,,,,,,89056,6478,16509,23045,25474,10759,4256,2535,7.27,18.54,25.88,28.6,12.08,4.78,2.85,114791
ACSSF,fl,312,0,131,,,,,12,,,43975,,,,,,,,,,37340,,,,,,,,,,,,,,,,,,Y,,31200US373401243975,Melbourne city,,,"Melbourne city, FL; Palm Bay-Melbourne-Titusville, FL Metro Area",3.73401E+11,87702721,14782927,1243975,,,,,,,61810,3037,16143,22849,14163,3917,1227,474,4.91,26.12,36.97,22.91,6.34,1.99,0.77,57132
ACSSF,fl,312,0,132,,,,,12,,,54000,,,,,,,,,,37340,,,,,,,,,,,,,,,,,,Y,,31200US373401254000,Palm Bay city,,,"Palm Bay city, FL; Palm Bay-Melbourne-Titusville, FL Metro Area",3.73401E+11,170168416,8126030,1254000,,,,,,,84101,9355,25229,31032,12512,4836,442,695,11.12,30,36.9,14.88,5.75,0.53,0.83,54746
ACSSF,il,312,0,106,,,,,17,,,59000,,,,,,,,,,37900,,,,,,,,,,,,,,,,,,Y,,31200US379001759000,Peoria city,,,"Peoria city, IL; Peoria, IL Metro Area",3.79002E+11,124338198,5748539,1759000,,,,,,,73070,6957,17164,20680,15722,9740,1444,1363,9.52,23.49,28.3,21.52,13.33,1.98,1.87,47287
ACSSF,de,312,0,12,,,,,10,,,77580,,,,,,,,,,37980,,,,,,,,,,,,,,,,,,Y,,31200US379801077580,Wilmington city,,,"Wilmington city, DE; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3.79801E+11,28241492,15647938,1077580,,,,,,,53835,6581,15721,12640,10234,5688,2154,817,12.22,29.2,23.48,19.01,10.57,4,1.52,55136
ACSSF,nj,312,0,67,,,,,34,,,10000,,,,,,,,,,37980,,,,,,,,,,,,,,,,,,Y,,31200US379803410000,Camden city,,,"Camden city, NJ; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3.79803E+11,23106040,3677461,3410000,,,,,,,42562,13416,14995,9927,2997,728,120,379,31.52,35.23,23.32,7.04,1.71,0.28,0.89,39654
ACSSF,pa,312,0,69,,,,,42,,,60000,,,,,,,,,,37980,,,,,,,,,,,,,,,,,,Y,,31200US379804260000,Philadelphia city,,,"Philadelphia city, PA; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",3.79804E+11,347321129,22289408,4260000,,,,,,,1090520,142958,327297,241269,210487,110688,35031,22790,13.11,30.01,22.12,19.3,10.15,3.21,2.09,52899
ACSSF,az,312,0,41,,,,,4,,,12000,,,,,,,,,,38060,,,,,,,,,,,,,,,,,,Y,,31200US380600412000,Chandler city,,,"Chandler city, AZ; Phoenix-Mesa-Chandler, AZ Metro Area",3.806E+11,,,412000,,,,,,,191101,13240,31664,55824,55982,25980,3419,4992,6.93,16.57,29.21,29.29,13.59,1.79,2.61,94613
ACSSF,az,312,0,42,,,,,4,,,46000,,,,,,,,,,38060,,,,,,,,,,,,,,,,,,Y,,31200US380600446000,Mesa city,,,"Mesa city, AZ; Phoenix-Mesa-Chandler, AZ Metro Area",3.806E+11,353409966,1580758,446000,,,,,,,350239,29824,86066,121195,73525,29887,6629,3113,8.52,24.57,34.6,20.99,8.53,1.89,0.89,69266
ACSSF,az,312,0,43,,,,,4,,,55000,,,,,,,,,,38060,,,,,,,,,,,,,,,,,,Y,,31200US380600455000,Phoenix city,,,"Phoenix city, AZ; Phoenix-Mesa-Chandler, AZ Metro Area",3.806E+11,1338256106,3221362,455000,,,,,,,1065082,173498,235492,306723,215365,96360,23401,14243,16.29,22.11,28.8,20.22,9.05,2.2,1.34,68435
ACSSF,az,312,0,44,,,,,4,,,65000,,,,,,,,,,38060,,,,,,,,,,,,,,,,,,Y,,31200US380600465000,Scottsdale city,,,"Scottsdale city, AZ; Phoenix-Mesa-Chandler, AZ Metro Area",3.806E+11,476350341,1231086,465000,,,,,,,195691,4779,22420,50215,71561,31952,9517,5247,2.44,11.46,25.66,36.57,16.33,4.86,2.68,99097
ACSSF,az,312,0,45,,,,,4,,,73000,,,,,,,,,,38060,,,,,,,,,,,,,,,,,,Y,,31200US380600473000,Tempe city,,,"Tempe city, AZ; Phoenix-Mesa-Chandler, AZ Metro Area",3.806E+11,103416305,678512,473000,,,,,,,116182,7237,18229,33672,33685,15807,2566,4986,6.23,15.69,28.98,28.99,13.61,2.21,4.29,68662
ACSSF,pa,312,0,70,,,,,42,,,61000,,,,,,,,,,38300,,,,,,,,,,,,,,,,,,Y,,31200US383004261000,Pittsburgh city,,,"Pittsburgh city, PA; Pittsburgh, PA Metro Area",3.83004E+11,143399923,7693613,4261000,,,,,,,207183,12810,49573,46189,50519,31115,9328,7649,6.18,23.93,22.29,24.38,15.02,4.5,3.69,57821
ACSSF,pr,312,0,36,,,,,72,,,63820,,,,,,,,,,38660,,,,,,,,,,,,,,,,,,Y,,31200US386607263820,Ponce zona urbana,,,"Ponce zona urbana, PR; Ponce, PR Metro Area",3.86607E+11,79272895,39219140,7263820,,,,,,,80835,14148,21692,17645,17109,5546,1312,3383,17.5,26.83,21.83,21.17,6.86,1.62,4.19,17207
ACSSF,me,312,0,20,,,,,23,,,60545,,,,,,,,,,38860,,,,,,,,,,,,,,,,,,Y,,31200US388602360545,Portland city,,,"Portland city, ME; Portland-South Portland, ME Metro Area",3.88602E+11,55186411,124650838,2360545,,,,,,,53102,1845,8355,12513,16709,9465,2895,1320,3.47,15.73,23.56,31.47,17.82,5.45,2.49,70244
ACSSF,or,312,0,39,,,,,41,,,5350,,,,,,,,,,38900,,,,,,,,,,,,,,,,,,Y,,31200US389004105350,Beaverton city,,,"Beaverton city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",3.89004E+11,48505329,0,4105350,,,,,,,71213,3158,11412,21213,22098,9935,1450,1947,4.43,16.03,29.79,31.03,13.95,2.04,2.73,76520
ACSSF,or,312,0,40,,,,,41,,,34100,,,,,,,,,,38900,,,,,,,,,,,,,,,,,,Y,,31200US389004134100,Hillsboro city,,,"Hillsboro city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",3.89004E+11,61897276,31207,4134100,,,,,,,74445,6075,12360,22938,19990,8809,1249,3024,8.16,16.6,30.81,26.85,11.83,1.68,4.06,97436
ACSSF,or,312,0,41,,,,,41,,,59000,,,,,,,,,,38900,,,,,,,,,,,,,,,,,,Y,,31200US389004159000,Portland city,,,"Portland city, OR; Portland-Vancouver-Hillsboro, OR-WA Metro Area",3.89004E+11,345573252,30196598,4159000,,,,,,,484685,32634,66204,122615,156946,67755,22217,16314,6.73,13.66,25.3,32.38,13.98,4.58,3.37,79057
ACSSF,wa,312,0,55,,,,,53,,,74060,,,,,,,,,,38900,,,,,,,,,,,,,,,,,,Y,,31200US389005374060,Vancouver city,,,"Vancouver city, WA; Portland-Vancouver-Hillsboro, OR-WA Metro Area",3.89005E+11,120321584,8801202,5374060,,,,,,,139888,12645,36557,48857,26546,11507,2427,1349,9.04,26.13,34.93,18.98,8.23,1.73,0.96,69993
ACSSF,fl,312,0,133,,,,,12,,,58715,,,,,,,,,,38940,,,,,,,,,,,,,,,,,,Y,,31200US389401258715,Port St. Lucie city,,,"Port St. Lucie city, FL; Port St. Lucie, FL Metro Area",3.89401E+11,295136404,3359288,1258715,,,,,,,158506,15868,43804,53250,30935,11208,1323,2118,10.01,27.64,33.59,19.52,7.07,0.83,1.34,71381
ACSSF,ri,312,0,20,,,,,44,,,59000,,,,,,,,,,39300,,,,,,,,,,,,,,,,,,Y,,31200US393004459000,Providence city,,,"Providence city, RI; Providence-Warwick, RI-MA Metro Area",3.93004E+11,47656190,5615691,4459000,,,,,,,119983,23162,31843,24354,20619,12238,3857,3910,19.3,26.54,20.3,17.18,10.2,3.21,3.26,60970
ACSSF,ri,312,0,21,,,,,44,,,74300,,,,,,,,,,39300,,,,,,,,,,,,,,,,,,Y,,31200US393004474300,Warwick city,,,"Warwick city, RI; Providence-Warwick, RI-MA Metro Area",3.93004E+11,90765587,38216958,4474300,,,,,,,60428,3601,16413,19248,14098,5161,1219,688,5.96,27.16,31.85,23.33,8.54,2.02,1.14,72025
ACSSF,ut,312,0,32,,,,,49,,,57300,,,,,,,,,,39340,,,,,,,,,,,,,,,,,,Y,,31200US393404957300,Orem city,,,"Orem city, UT; Provo-Orem, UT Metro Area",3.93405E+11,47379505,0,4957300,,,,,,,57170,3310,8779,20904,16809,4876,683,1809,5.79,15.36,36.56,29.4,8.53,1.19,3.16,72449
ACSSF,ut,312,0,33,,,,,49,,,62470,,,,,,,,,,39340,,,,,,,,,,,,,,,,,,Y,,31200US393404962470,Provo city,,,"Provo city, UT; Provo-Orem, UT Metro Area",3.93405E+11,107931416,6474977,4962470,,,,,,,46371,3783,5162,14691,15501,5064,802,1368,8.16,11.13,31.68,33.43,10.92,1.73,2.95,57659
ACSSF,co,312,0,53,,,,,8,,,62000,,,,,,,,,,39380,,,,,,,,,,,,,,,,,,Y,,31200US393800862000,Pueblo city,,,"Pueblo city, CO; Pueblo, CO Metro Area",3.93801E+11,138930097,2034229,862000,,,,,,,76546,8898,22432,26709,12566,4367,956,618,11.62,29.31,34.89,16.42,5.71,1.25,0.81,49598
ACSSF,wi,312,0,65,,,,,55,,,66000,,,,,,,,,,39540,,,,,,,,,,,,,,,,,,Y,,31200US395405566000,Racine city,,,"Racine city, WI; Racine, WI Metro Area",3.95406E+11,40096717,8288262,5566000,,,,,,,49263,5901,18478,16272,5936,1965,468,243,11.98,37.51,33.03,12.05,3.99,0.95,0.49,47861
ACSSF,nc,312,0,77,,,,,37,,,10740,,,,,,,,,,39580,,,,,,,,,,,,,,,,,,Y,,31200US395803710740,Cary town,,,"Cary town, NC (part); Raleigh-Cary, NC Metro Area",3.95804E+11,137310327,2825997,3710740,,,,,,,114398,5178,8843,19268,43211,28287,4270,5341,4.53,7.73,16.84,37.77,24.73,3.73,4.67,124197
ACSSF,nc,312,0,78,,,,,37,,,55000,,,,,,,,,,39580,,,,,,,,,,,,,,,,,,Y,,31200US395803755000,Raleigh city,,,"Raleigh city, NC (part); Raleigh-Cary, NC Metro Area",3.95804E+11,369029151,2839544,3755000,,,,,,,319734,22752,50759,73699,102831,48304,11619,9770,7.12,15.88,23.05,32.16,15.11,3.63,3.06,74265
ACSSF,sd,312,0,20,,,,,46,,,52980,,,,,,,,,,39660,,,,,,,,,,,,,,,,,,Y,,31200US396604652980,Rapid City city,,,"Rapid City city, SD; Rapid City, SD Metro Area",3.96605E+11,143503579,204492,4652980,,,,,,,51144,2772,12984,15992,11675,4445,2232,1044,5.42,25.39,31.27,22.83,8.69,4.36,2.04,61495
ACSSF,pa,312,0,71,,,,,42,,,63624,,,,,,,,,,39740,,,,,,,,,,,,,,,,,,Y,,31200US397404263624,Reading city,,,"Reading city, PA; Reading, PA Metro Area",3.97404E+11,25598473,661116,4263624,,,,,,,55150,16275,21444,11141,3118,2329,781,62,29.51,38.88,20.2,5.65,4.22,1.42,0.11,37107
ACSSF,ca,312,0,222,,,,,6,,,59920,,,,,,,,,,39820,,,,,,,,,,,,,,,,,,Y,,31200US398200659920,Redding city,,,"Redding city, CA; Redding, CA Metro Area",3.98201E+11,154485025,3957252,659920,,,,,,,63703,4246,17554,25656,11367,3394,1244,242,6.67,27.56,40.27,17.84,5.33,1.95,0.38,58702
ACSSF,nv,312,0,26,,,,,32,,,60600,,,,,,,,,,39900,,,,,,,,,,,,,,,,,,Y,,31200US399003260600,Reno city,,,"Reno city, NV; Reno, NV Metro Area",3.99003E+11,266792840,7423507,3260600,,,,,,,185320,24233,42452,52168,38369,18839,5602,3657,13.08,22.91,28.15,20.7,10.17,3.02,1.97,67478
ACSSF,va,312,0,57,,,,,51,,,67000,,,,,,,,,,40060,,,,,,,,,,,,,,,,,,Y,,31200US400605167000,Richmond city,,,"Richmond city, VA; Richmond, VA Metro Area",4.00605E+11,154894705,6880315,5167000,,,,,,,162072,19327,33737,38189,41289,18548,7483,3499,11.92,20.82,23.56,25.48,11.44,4.62,2.16,51770
ACSSF,ca,312,0,223,,,,,6,,,13210,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400613210,Chino city,,,"Chino city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,76765610,33348,613210,,,,,,,62819,8317,14483,19974,14836,4724,287,198,13.24,23.06,31.8,23.62,7.52,0.46,0.32,97473
ACSSF,ca,312,0,224,,,,,6,,,16350,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400616350,Corona city,,,"Corona city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,,,616350,,,,,,,105364,17374,25228,31657,22262,7270,1184,389,16.49,23.94,30.05,21.13,6.9,1.12,0.37,92606
ACSSF,ca,312,0,225,,,,,6,,,53896,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400653896,Ontario city,,,"Ontario city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,129345345,169608,653896,,,,,,,116918,28543,31620,33153,16543,4907,972,1180,24.41,27.04,28.36,14.15,4.2,0.83,1.01,73872
ACSSF,ca,312,0,226,,,,,6,,,59962,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400659962,Redlands city,,,"Redlands city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,93564858,779123,659962,,,,,,,45152,5181,10313,12375,8629,6096,1484,1074,11.47,22.84,27.41,19.11,13.5,3.29,2.38,87634
ACSSF,ca,312,0,227,,,,,6,,,62000,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400662000,Riverside city,,,"Riverside city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,210152356,788400,662000,,,,,,,199160,31801,60191,60538,27489,13251,2434,3456,15.97,30.22,30.4,13.8,6.65,1.22,1.74,76558
ACSSF,ca,312,0,228,,,,,6,,,65000,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400665000,San Bernardino city,,,"San Bernardino city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,153329936,1150072,665000,,,,,,,137842,37315,48284,32922,12718,3953,1665,985,27.07,35.03,23.88,9.23,2.87,1.21,0.71,65311
ACSSF,ca,312,0,229,,,,,6,,,78120,,,,,,,,,,40140,,,,,,,,,,,,,,,,,,Y,,31200US401400678120,Temecula city,,,"Temecula city, CA; Riverside-San Bernardino-Ontario, CA Metro Area",4.01401E+11,78091541,41913,678120,,,,,,,70694,6713,12093,25241,17353,6422,2174,698,9.5,17.11,35.7,24.55,9.08,3.08,0.99,99805
ACSSF,va,312,0,58,,,,,51,,,68000,,,,,,,,,,40220,,,,,,,,,,,,,,,,,,Y,,31200US402205168000,Roanoke city,,,"Roanoke city, VA; Roanoke, VA Metro Area",4.02205E+11,110234185,884101,5168000,,,,,,,69168,6614,23839,18118,12563,3914,3412,708,9.56,34.47,26.19,18.16,5.66,4.93,1.02,47202
ACSSF,mn,312,0,60,,,,,27,,,54880,,,,,,,,,,40340,,,,,,,,,,,,,,,,,,Y,,31200US403402754880,Rochester city,,,"Rochester city, MN; Rochester, MN Metro Area",4.03403E+11,141376735,423789,2754880,,,,,,,80830,3379,15513,22076,20463,12051,4723,2625,4.18,19.19,27.31,25.32,14.91,5.84,3.25,75902
ACSSF,ny,312,0,96,,,,,36,,,63000,,,,,,,,,,40380,,,,,,,,,,,,,,,,,,Y,,31200US403803663000,Rochester city,,,"Rochester city, NY; Rochester, NY Metro Area",4.03804E+11,92671789,3558427,3663000,,,,,,,142044,25625,40317,36117,23486,12045,2665,1789,18.04,28.38,25.43,16.53,8.48,1.88,1.26,41980
ACSSF,il,312,0,107,,,,,17,,,65000,,,,,,,,,,40420,,,,,,,,,,,,,,,,,,Y,,31200US404201765000,Rockford city,,,"Rockford city, IL (part); Rockford, IL Metro Area",4.04202E+11,158200238,2251229,1765000,,,,,,,98989,13083,32429,29504,15220,6041,2138,574,13.22,32.76,29.81,15.38,6.1,2.16,0.58,44525
ACSSF,ca,312,0,230,,,,,6,,,24638,,,,,,,,,,40900,,,,,,,,,,,,,,,,,,Y,,31200US409000624638,Folsom city,,,"Folsom city, CA; Sacramento-Roseville-Folsom, CA Metro Area",4.09001E+11,56837946,6100980,624638,,,,,,,56942,5507,7435,12506,16490,11704,2189,1111,9.67,13.06,21.96,28.96,20.55,3.84,1.95,125010
ACSSF,ca,312,0,231,,,,,6,,,59444,,,,,,,,,,40900,,,,,,,,,,,,,,,,,,Y,,31200US409000659444,Rancho Cordova city,,,"Rancho Cordova city, CA; Sacramento-Roseville-Folsom, CA Metro Area",4.09001E+11,86781649,951433,659444,,,,,,,53235,5858,12069,19901,10809,3787,492,319,11,22.67,37.38,20.3,7.11,0.92,0.6,84037
ACSSF,ca,312,0,232,,,,,6,,,62938,,,,,,,,,,40900,,,,,,,,,,,,,,,,,,Y,,31200US409000662938,Roseville city,,,"Roseville city, CA; Sacramento-Roseville-Folsom, CA Metro Area",4.09001E+11,93813524,3366,662938,,,,,,,105905,4925,16898,36721,31170,11164,3453,1574,4.65,15.96,34.67,29.43,10.54,3.26,1.49,107714
ACSSF,ca,312,0,233,,,,,6,,,64000,,,,,,,,,,40900,,,,,,,,,,,,,,,,,,Y,,31200US409000664000,Sacramento city,,,"Sacramento city, CA; Sacramento-Roseville-Folsom, CA Metro Area",4.09001E+11,253599699,5673097,664000,,,,,,,371474,51256,74023,109206,84355,33253,12754,6627,13.8,19.93,29.4,22.71,8.95,3.43,1.78,75311
ACSSF,ut,312,0,34,,,,,49,,,65330,,,,,,,,,,41100,,,,,,,,,,,,,,,,,,Y,,31200US411004965330,St. George city,,,"St. George city, UT; St. George, UT Metro Area",4.11005E+11,182337341,1319713,4965330,,,,,,,62326,5145,13162,24340,11313,6134,1699,533,8.25,21.12,39.05,18.15,9.84,2.73,0.86,59365
ACSSF,mo,312,0,55,,,,,29,,,64550,,,,,,,,,,41140,,,,,,,,,,,,,,,,,,Y,,31200US411402964550,St. Joseph city,,,"St. Joseph city, MO; St. Joseph, MO-KS Metro Area",4.11403E+11,113940746,2022460,2964550,,,,,,,51112,6049,19726,13062,8122,2912,423,818,11.83,38.59,25.56,15.89,5.7,0.83,1.6,46089
ACSSF,mo,312,0,56,,,,,29,,,64082,,,,,,,,,,41180,,,,,,,,,,,,,,,,,,Y,,31200US411802964082,St. Charles city,,,"St. Charles city, MO; St. Louis, MO-IL Metro Area",4.11803E+11,61245759,978491,2964082,,,,,,,50025,2116,10542,14589,13834,7564,661,719,4.23,21.07,29.16,27.65,15.12,1.32,1.44,76340
ACSSF,mo,312,0,57,,,,,29,,,65000,,,,,,,,,,41180,,,,,,,,,,,,,,,,,,Y,,31200US411802965000,St. Louis city,,,"St. Louis city, MO; St. Louis, MO-IL Metro Area",4.11803E+11,160343174,10683076,2965000,,,,,,,214271,23201,51033,56610,50184,22827,6610,3806,10.83,23.82,26.42,23.42,10.65,3.08,1.78,49965
ACSSF,or,312,0,42,,,,,41,,,64900,,,,,,,,,,41420,,,,,,,,,,,,,,,,,,Y,,31200US414204164900,Salem city,,,"Salem city, OR; Salem, OR Metro Area",4.14204E+11,124049486,1411674,4164900,,,,,,,115980,13905,28853,39708,19946,9927,2523,1118,11.99,24.88,34.24,17.2,8.56,2.18,0.96,63927
ACSSF,ca,312,0,234,,,,,6,,,64224,,,,,,,,,,41500,,,,,,,,,,,,,,,,,,Y,,31200US415000664224,Salinas city,,,"Salinas city, CA; Salinas, CA Metro Area",4.15001E+11,60032790,98696,664224,,,,,,,96003,40596,23274,20133,8892,1908,879,321,42.29,24.24,20.97,9.26,1.99,0.92,0.33,80154
ACSSF,ut,312,0,35,,,,,49,,,67000,,,,,,,,,,41620,,,,,,,,,,,,,,,,,,Y,,31200US416204967000,Salt Lake City city,,,"Salt Lake City city, UT; Salt Lake City, UT Metro Area",4.16205E+11,287773115,1603725,4967000,,,,,,,137219,8685,23137,35572,41281,17314,6200,5030,6.33,16.86,25.92,30.08,12.62,4.52,3.67,66658
ACSSF,tx,312,0,165,,,,,48,,,64472,,,,,,,,,,41660,,,,,,,,,,,,,,,,,,Y,,31200US416604864472,San Angelo city,,,"San Angelo city, TX; San Angelo, TX Metro Area",4.16605E+11,147278764,5903155,4864472,,,,,,,64328,9155,20433,19819,9914,3505,697,805,14.23,31.76,30.81,15.41,5.45,1.08,1.25,60030
ACSSF,tx,312,0,166,,,,,48,,,50820,,,,,,,,,,41700,,,,,,,,,,,,,,,,,,Y,,31200US417004850820,New Braunfels city,,,"New Braunfels city, TX; San Antonio-New Braunfels, TX Metro Area",4.17005E+11,113628193,1046474,4850820,,,,,,,64192,8186,11981,21081,15241,5842,1167,694,12.75,18.66,32.84,23.74,9.1,1.82,1.08,89073
ACSSF,tx,312,0,167,,,,,48,,,65000,,,,,,,,,,41700,,,,,,,,,,,,,,,,,,Y,,31200US417004865000,San Antonio city,,,"San Antonio city, TX; San Antonio-New Braunfels, TX Metro Area",4.17005E+11,1193811736,14968532,4865000,,,,,,,943969,156360,238417,282220,164198,69317,20459,12998,16.56,25.26,29.9,17.39,7.34,2.17,1.38,54923
ACSSF,ca,312,0,235,,,,,6,,,11194,,,,,,,,,,41740,,,,,,,,,,,,,,,,,,Y,,31200US417400611194,Carlsbad city,,,"Carlsbad city, CA; San Diego-Chula Vista-Carlsbad, CA Metro Area",4.17401E+11,97699461,3595630,611194,,,,,,,87183,2565,9651,22349,31983,14112,3428,3095,2.94,11.07,25.63,36.68,16.19,3.93,3.55,124669
ACSSF,ca,312,0,236,,,,,6,,,13392,,,,,,,,,,41740,,,,,,,,,,,,,,,,,,Y,,31200US417400613392,Chula Vista city,,,"Chula Vista city, CA; San Diego-Chula Vista-Carlsbad, CA Metro Area",4.17401E+11,,,613392,,,,,,,187274,32521,39163,53865,41648,15427,2943,1707,17.37,20.91,28.76,22.24,8.24,1.57,0.91,91949
ACSSF,ca,312,0,237,,,,,6,,,66000,,,,,,,,,,41740,,,,,,,,,,,,,,,,,,Y,,31200US417400666000,San Diego city,,,"San Diego city, CA; San Diego-Chula Vista-Carlsbad, CA Metro Area",4.17401E+11,842233444,122273028,666000,,,,,,,966483,97546,151767,245409,275902,126803,32688,36368,10.09,15.7,25.39,28.55,13.12,3.38,3.76,93042
